#beam run file  event                time              chan[0 11] 
1   49   49      7581 2017 10 08 11 21 45 0 1 1 1 0 1 0 0 0 0 0 1
1   49   12      9974 2017 10 08 03 28 03 0 1 1 1 0 0 0 1 1 0 0 0
1   49   87        60 2017 10 08 19 21 14 0 0 0 1 0 0 0 1 0 0 1 0
1   49   87      8180 2017 10 08 19 31 42 0 0 1 0 0 0 1 1 0 1 0 1
1   49   13        61 2017 10 08 03 28 10 0 1 1 1 1 1 1 1 0 0 0 1
1   49   13      8908 2017 10 08 03 39 27 0 0 1 0 1 1 0 0 0 0 0 1
0   49    1      1304 2017 10 08 00 55 44 0 0 0 1 0 1 1 0 0 0 0 1
1   49   29      3277 2017 10 08 06 57 06 0 1 1 1 1 1 0 1 0 0 1 0
1   49   29      3982 2017 10 08 06 57 58 0 1 0 0 1 0 0 1 1 0 0 0
1   49   15      3413 2017 10 08 03 57 59 0 0 1 1 0 1 1 0 1 0 1 0
1   49    3      3439 2017 10 08 01 24 35 0 0 0 1 1 1 0 1 0 1 0 0
1   49    3      5551 2017 10 08 01 27 19 0 1 1 1 1 1 1 1 0 1 0 1
1   49    3      7150 2017 10 08 01 29 24 0 1 1 1 0 0 0 1 1 1 1 1
1   49   16      3153 2017 10 08 04 10 24 0 1 1 1 0 0 0 1 0 0 0 1
1   49   16      7665 2017 10 08 04 16 19 0 0 1 1 0 1 1 1 0 1 0 1
1   49    4      5291 2017 10 08 01 39 52 0 0 1 0 1 0 0 0 1 0 0 0
1   49    4      7515 2017 10 08 01 42 37 0 0 0 1 0 0 0 1 0 0 1 1
1   49    4      8158 2017 10 08 01 43 27 0 0 0 1 0 0 1 1 0 0 1 0
1   49   17       571 2017 10 08 04 20 05 0 1 0 0 1 0 0 0 0 1 0 1
1   49   17      5778 2017 10 08 04 26 56 0 0 0 1 0 0 1 0 0 1 0 0
1   49   17      7452 2017 10 08 04 29 03 0 0 0 1 1 0 0 0 0 1 0 1
1   49   18       847 2017 10 08 04 33 26 0 1 1 1 1 1 0 1 1 0 1 1
1   49   18      6075 2017 10 08 04 40 15 0 0 1 0 0 0 0 1 1 1 0 0
1   49   19      9559 2017 10 08 04 57 17 0 0 1 0 1 1 0 1 0 0 0 1
1   49   98      4121 2017 10 08 21 48 51 0 0 0 1 0 0 1 0 1 0 1 0
1   49   85      1595 2017 10 08 18 57 33 0 0 0 1 0 0 0 1 1 0 0 0
1   49   85      2627 2017 10 08 18 58 49 0 0 1 1 0 0 0 1 0 0 0 1
1   49   85      4150 2017 10 08 19 00 46 0 1 0 0 1 1 1 0 0 1 0 0
1   49   35      9999 2017 10 08 08 23 07 0 1 1 0 1 1 1 1 1 1 1 1
1   49   20      2592 2017 10 08 05 01 14 0 1 1 1 0 1 0 0 1 0 0 0
1   49   20      7331 2017 10 08 05 07 21 0 0 1 0 1 0 1 0 0 0 1 0
1   49   36      5329 2017 10 08 08 30 10 0 0 1 0 1 1 1 1 0 0 0 1
1   49   36      7989 2017 10 08 08 33 38 0 1 1 1 1 0 0 1 1 0 0 0
1   49   99      6822 2017 10 08 22 05 12 0 0 0 1 1 0 1 1 1 1 0 1
1   49   99      9886 2017 10 08 22 09 06 0 0 1 0 1 0 1 1 1 1 1 1
1   49   80      4688 2017 10 08 17 57 05 0 1 1 0 1 0 0 1 1 1 0 1
1   49   21       800 2017 10 08 05 11 51 0 1 0 0 0 0 1 0 0 1 0 0
1   49   21      3921 2017 10 08 05 15 44 0 1 1 1 0 0 1 1 1 0 0 0
1   49   21      7489 2017 10 08 05 20 21 0 1 1 0 0 0 0 1 0 1 0 1
1   49   21      9590 2017 10 08 05 23 00 0 0 1 0 1 0 1 1 0 0 0 1
0   49   67      1278 2017 10 08 15 05 10 0 1 1 0 0 1 0 1 0 0 0 1
0   49   67      2043 2017 10 08 15 06 10 0 0 1 0 0 1 0 1 1 0 0 1
0   49   67      4249 2017 10 08 15 08 58 0 1 1 1 1 0 0 1 0 0 0 1
1   49   79       574 2017 10 08 17 38 48 0 1 0 1 1 0 0 1 0 1 0 0
1   49   79      5120 2017 10 08 17 44 45 0 1 1 1 0 0 1 0 1 0 1 0
1   49   79      6921 2017 10 08 17 47 02 0 0 1 1 0 0 0 1 1 1 0 1
1   49  100      1571 2017 10 08 22 11 19 0 1 0 0 1 1 0 0 1 1 1 1
1   49  100      5650 2017 10 08 22 16 26 0 0 1 0 1 1 0 1 0 1 0 0
1   49  100      8657 2017 10 08 22 20 14 0 1 1 1 0 0 0 1 1 0 0 0
1   49  100      8865 2017 10 08 22 20 29 0 1 1 1 1 1 1 1 0 0 0 1
1   49   22       984 2017 10 08 05 24 48 0 1 0 1 0 0 1 0 0 0 1 0
1   49   38      4450 2017 10 08 08 55 05 0 1 0 0 0 1 1 1 1 1 1 1
1   49   86       813 2017 10 08 19 09 24 0 1 1 0 1 1 1 1 0 1 0 0
1   49   86      5074 2017 10 08 19 14 49 0 1 1 0 0 0 1 1 0 0 0 1
1   49  101      3863 2017 10 08 22 26 58 0 1 1 1 0 1 1 0 0 1 0 1
1   49  101      5011 2017 10 08 22 28 25 0 0 1 0 1 1 0 0 1 0 0 0
0   49  101      7311 2017 10 08 22 31 24 0 1 1 1 1 1 1 1 0 0 0 1
1   49   23      2190 2017 10 08 05 39 12 0 0 0 1 1 0 0 1 0 1 1 0
1   49   23      9378 2017 10 08 05 48 19 0 1 1 1 1 1 1 1 0 0 0 1
1   49   83       662 2017 10 08 18 30 41 0 0 1 0 1 1 0 0 0 1 0 0
1   49   39      3416 2017 10 08 09 06 51 0 0 1 0 0 1 0 0 0 0 0 1
1   49   39      7768 2017 10 08 09 12 32 0 0 1 1 0 0 1 1 1 0 1 1
1   49   24      3212 2017 10 08 05 53 05 0 0 0 1 0 0 0 1 0 0 0 1
1   49   24      3382 2017 10 08 05 53 18 0 1 0 1 0 1 0 0 1 0 0 1
1   49   48      4739 2017 10 08 11 05 13 0 0 1 0 0 1 1 1 1 1 1 1
1   49   34       335 2017 10 08 07 57 54 0 0 1 0 1 1 0 0 0 1 0 0
1   49   34      3899 2017 10 08 08 02 29 0 0 1 0 1 0 1 1 1 1 1 1
1   49   34      4178 2017 10 08 08 02 52 0 1 0 0 0 0 0 1 0 1 0 0
1   49   34      9029 2017 10 08 08 09 03 0 1 0 0 0 1 0 1 1 0 0 0
0   49   64      2304 2017 10 08 14 28 01 0 1 1 1 1 0 0 1 0 1 1 1
0   49   64      4731 2017 10 08 14 31 03 0 0 1 0 1 1 1 1 1 0 0 0
0   49   64      5685 2017 10 08 14 32 13 0 1 1 1 0 0 0 1 0 1 0 0
0   49   64      8240 2017 10 08 14 35 33 0 1 1 1 1 1 1 1 1 1 1 0
1   49   40      1775 2017 10 08 09 17 40 0 0 0 1 0 0 1 1 1 0 0 1
1   49   40      2063 2017 10 08 09 18 03 0 1 1 1 1 1 0 1 0 0 0 1
1   49   26      6809 2017 10 08 06 23 13 0 0 1 1 1 1 1 1 0 0 1 0
1   49   41      1657 2017 10 08 09 30 41 0 1 1 1 0 1 1 1 0 0 0 1
1   49   27      2891 2017 10 08 06 31 07 0 0 1 0 1 0 0 1 1 1 1 1
1   49   27      5747 2017 10 08 06 34 48 0 1 0 1 1 0 0 1 0 1 0 0
1   49   27      8387 2017 10 08 06 38 08 0 1 0 0 1 0 0 0 0 0 0 1
1   49   42      4640 2017 10 08 09 47 30 0 1 0 0 1 1 0 0 0 1 0 0
1   49   42      5753 2017 10 08 09 48 53 0 0 1 1 0 0 1 1 0 1 0 1
1   49   28      2083 2017 10 08 06 42 53 0 0 1 0 1 0 1 1 0 1 1 1
1   49   14      1602 2017 10 08 03 43 01 0 1 1 1 1 1 0 0 0 1 0 0
1   49   14      1896 2017 10 08 03 43 23 0 0 1 1 0 1 1 1 1 1 1 1
1   49   30      5546 2017 10 08 07 12 53 0 1 0 0 0 0 0 1 0 1 0 1
1   49   47      2310 2017 10 08 10 49 20 0 1 0 0 1 0 0 1 1 1 1 1
1   49   47      5043 2017 10 08 10 52 49 0 0 1 0 0 0 1 0 0 1 0 1
1   49   47      5998 2017 10 08 10 54 06 0 1 1 0 0 0 0 1 0 1 0 0
1   49   47      6573 2017 10 08 10 54 54 0 1 0 0 1 0 0 0 0 0 1 0
1   49   47      7033 2017 10 08 10 55 29 0 1 0 0 1 0 1 0 0 0 0 1
1   49   25      5179 2017 10 08 06 08 24 0 0 0 1 0 1 1 1 0 1 0 0
1   49   25      6296 2017 10 08 06 09 51 0 0 1 0 1 0 0 0 0 0 0 1
1   49   91      1940 2017 10 08 20 15 36 0 1 0 0 0 1 0 0 1 0 0 1
1   49   91      2740 2017 10 08 20 16 41 0 0 0 1 0 0 0 1 0 0 1 0
1   49   91      9390 2017 10 08 20 25 18 0 0 1 0 1 1 0 1 1 0 0 0
1   49   92      2570 2017 10 08 20 29 28 0 0 1 0 1 0 1 0 1 0 0 0
1   49   92      9459 2017 10 08 20 38 30 0 0 1 0 0 1 0 0 1 0 0 0
1   49   93      1350 2017 10 08 20 40 56 0 0 1 0 1 0 0 1 0 1 0 0
1   49   95      7281 2017 10 08 21 14 10 0 0 1 0 0 0 1 0 0 1 0 0
1   49   96       257 2017 10 08 21 17 56 0 0 1 1 0 0 0 1 1 0 1 1
1   49   96      2739 2017 10 08 21 21 12 0 1 0 0 0 1 1 0 1 0 0 0
1   49   96      2744 2017 10 08 21 21 13 0 1 1 1 1 0 0 0 0 0 1 0
1   49   96      3420 2017 10 08 21 22 05 0 1 1 1 1 1 1 1 1 1 1 1
1   49   97        30 2017 10 08 21 30 34 0 1 1 0 1 0 0 0 1 1 0 1
1   49   97      4811 2017 10 08 21 36 46 0 1 0 0 0 0 1 0 1 0 0 0
1   49   97      7434 2017 10 08 21 40 13 0 1 0 1 1 1 0 1 0 0 0 1
1   49   97      9296 2017 10 08 21 42 41 0 1 0 0 0 1 1 1 1 0 1 0
0   49  103      1886 2017 10 08 22 50 25 0 1 0 0 0 0 0 1 0 1 0 0
0   49  104      1131 2017 10 08 23 02 28 0 1 1 1 1 1 1 1 0 1 1 1
0   49  104      5287 2017 10 08 23 07 38 0 1 0 0 0 0 1 0 1 1 1 1
0   49  104      5891 2017 10 08 23 08 26 0 1 0 0 0 0 0 1 1 1 1 1
0   49  104      7358 2017 10 08 23 10 21 0 1 0 0 0 1 1 0 1 1 1 1
1   49   82      4148 2017 10 08 18 22 18 0 0 1 0 0 0 0 1 0 1 0 0
1   49   89       621 2017 10 08 19 47 50 0 1 1 1 0 0 0 1 1 1 1 1
1   49   89      6192 2017 10 08 19 55 09 0 1 1 0 1 0 1 0 0 1 0 0
1   49   90      6032 2017 10 08 20 07 53 0 0 1 1 0 0 0 1 0 1 0 0
1   49   90      7619 2017 10 08 20 09 56 0 0 1 0 0 0 1 1 1 1 1 1
1   49   43      4966 2017 10 08 10 00 54 0 1 1 0 1 0 1 1 0 1 0 0
1   49   43      5180 2017 10 08 10 01 10 0 1 0 0 0 0 0 1 1 0 0 0
1   49   43      5614 2017 10 08 10 01 44 0 0 1 1 0 0 0 1 0 1 0 0
1   49   43      6096 2017 10 08 10 02 21 0 0 1 0 0 1 0 1 1 0 0 0
1   49   44      7054 2017 10 08 10 16 38 0 0 0 1 0 0 1 0 0 1 0 0
1   49   45      5358 2017 10 08 10 27 31 0 1 0 1 1 1 0 0 1 0 1 1
1   49   45      5975 2017 10 08 10 28 19 0 1 1 1 1 1 1 1 0 1 0 0
1   49   45      6836 2017 10 08 10 29 28 0 1 1 1 1 1 1 0 1 0 0 0
1   49   45      8465 2017 10 08 10 31 36 0 1 0 1 0 1 1 0 0 1 1 0
0   49   61       585 2017 10 08 13 47 16 0 1 1 1 1 0 0 1 1 1 1 1
0   49   61      5565 2017 10 08 13 53 35 0 0 1 0 0 0 0 1 1 1 1 1
1   49   32      1693 2017 10 08 07 33 54 0 0 0 1 0 1 0 0 1 0 0 0
1   49   33      9172 2017 10 08 07 56 27 0 1 1 1 1 0 0 1 0 0 0 1
1   51   28      8133 2017 10 09 05 59 21 0 0 0 1 0 0 1 0 0 1 0 1
1   51   28      9801 2017 10 09 06 01 27 0 0 0 1 1 0 0 0 0 0 1 1
1   51   14      8362 2017 10 09 02 59 36 0 0 0 1 0 0 1 0 1 1 1 1
1   51   31       983 2017 10 09 06 28 49 0 1 1 1 1 1 1 1 0 0 0 1
1   51   31      3869 2017 10 09 06 32 32 0 1 0 1 0 0 1 1 1 1 0 1
1   51   15      4200 2017 10 09 03 07 08 0 0 1 0 0 1 1 1 1 1 1 1
1   51   15      8409 2017 10 09 03 12 34 0 1 1 1 1 1 1 1 1 0 0 0
1   51   32      8543 2017 10 09 06 51 17 0 0 1 0 0 1 0 1 1 1 1 1
1   51   33      8352 2017 10 09 07 03 52 0 0 0 1 0 1 0 0 0 1 0 1
1   51   33      8995 2017 10 09 07 04 42 0 0 0 1 1 0 0 1 1 0 0 0
1   51   17       980 2017 10 09 03 28 35 0 1 1 1 1 1 1 1 0 1 0 0
1   51   17      7964 2017 10 09 03 37 28 0 1 0 0 0 0 0 1 1 0 0 0
1   51   17      8580 2017 10 09 03 38 19 0 1 1 0 1 1 0 1 0 1 0 0
0   51    1      7524 2017 10 09 00 11 40 0 1 1 0 1 1 1 1 0 1 0 0
0   51    1      9816 2017 10 09 00 14 38 0 1 0 0 0 0 1 0 1 0 0 0
1   51   18      2732 2017 10 09 03 43 40 0 0 1 1 1 1 1 0 1 1 0 1
1   51   18      8468 2017 10 09 03 50 52 0 1 1 1 0 0 0 1 0 0 1 1
0   51    2      2747 2017 10 09 00 18 27 0 1 1 0 0 0 1 1 1 1 1 1
0   51    2      6753 2017 10 09 00 23 33 0 0 0 1 1 0 1 0 0 0 1 0
0   51    3      4255 2017 10 09 00 33 21 0 0 1 0 0 0 0 1 0 1 0 1
0   51    4       662 2017 10 09 00 41 28 0 1 0 1 1 0 0 0 0 0 0 1
1   51    4      5125 2017 10 09 00 47 17 0 1 0 1 1 1 1 1 0 0 0 1
1   51    4      8322 2017 10 09 00 51 29 0 0 1 0 1 0 0 0 0 1 0 1
1   51    4      9878 2017 10 09 00 53 28 0 0 1 1 1 0 0 1 0 0 1 0
1   51    6      2643 2017 10 09 01 09 53 0 0 1 0 0 1 0 0 1 0 1 1
1   51    6      3049 2017 10 09 01 10 23 0 0 1 0 1 0 0 0 0 0 0 1
1   51    6      3096 2017 10 09 01 10 27 0 0 1 0 0 1 0 1 0 0 0 1
1   51    6      6138 2017 10 09 01 14 16 0 0 0 1 0 1 0 1 0 0 1 0
1   51    6      8842 2017 10 09 01 17 38 0 1 0 0 1 0 0 1 0 1 0 0
1   51    5      8753 2017 10 09 01 04 52 0 1 0 0 1 1 1 0 1 0 1 1
1   51   19       942 2017 10 09 03 54 12 0 1 1 1 1 0 0 1 1 1 0 1
1   51    7       830 2017 10 09 01 20 12 0 1 0 0 1 0 0 0 0 0 1 1
1   51    7      1334 2017 10 09 01 20 50 0 1 0 0 1 0 0 0 1 0 0 0
1   51    7      2267 2017 10 09 01 22 03 0 0 1 1 0 0 1 0 1 0 0 0
1   51    7      7460 2017 10 09 01 28 51 0 1 0 1 0 0 1 1 1 0 0 1
1   51   20      3129 2017 10 09 04 09 53 0 1 1 1 0 0 1 1 1 1 1 1
1   51   20      7954 2017 10 09 04 16 08 0 1 0 0 1 0 0 1 0 0 0 1
1   51   22      5533 2017 10 09 04 38 51 0 1 1 0 0 0 0 1 1 1 1 1
1   51    9      5948 2017 10 09 01 52 22 0 1 1 1 0 0 1 1 1 1 0 1
1   51   23      2620 2017 10 09 04 48 01 0 0 1 0 0 0 0 1 1 0 0 0
1   51   23      4337 2017 10 09 04 50 14 0 1 0 0 0 0 1 0 0 1 0 0
1   51   23      5293 2017 10 09 04 51 24 0 1 1 0 0 0 0 1 0 1 0 0
1   51   23      9968 2017 10 09 04 57 28 0 1 0 0 0 1 1 0 1 0 1 1
1   51   10       257 2017 10 09 01 58 00 0 1 1 1 1 0 1 1 0 1 0 0
1   51   10       945 2017 10 09 01 58 53 0 1 1 0 1 1 0 0 1 0 0 0
1   51   10      1255 2017 10 09 01 59 21 0 0 1 0 0 1 1 0 1 1 0 0
1   51   10      4767 2017 10 09 02 03 46 0 0 1 0 1 1 1 1 0 1 0 0
1   51   10      9020 2017 10 09 02 09 13 0 1 1 1 1 1 1 1 0 1 0 0
1   51   21      1736 2017 10 09 04 20 57 0 1 1 1 0 0 0 1 0 1 0 0
1   51   21      2410 2017 10 09 04 21 48 0 1 1 1 1 1 0 1 0 1 0 0
1   51   21      3842 2017 10 09 04 23 41 0 1 0 0 1 0 0 0 0 1 0 0
1   51   21      6139 2017 10 09 04 26 34 0 0 1 0 0 1 0 0 1 1 0 0
1   51   21      7342 2017 10 09 04 28 05 0 1 0 0 1 1 0 0 0 1 0 0
1   51   11      3911 2017 10 09 02 15 25 0 0 1 0 0 1 1 0 0 0 0 1
1   51   26       982 2017 10 09 05 24 19 0 0 1 1 1 0 0 0 0 1 0 0
1   51   12      3722 2017 10 09 02 27 54 0 1 0 1 0 1 0 1 0 1 1 1
1   51   12      4534 2017 10 09 02 28 54 0 0 0 1 1 1 1 0 0 0 0 1
1   51   36      2291 2017 10 09 07 34 46 0 0 1 0 0 0 1 1 0 1 0 0
1   51   36      5493 2017 10 09 07 38 49 0 1 0 0 0 1 0 1 1 0 1 0
1   51   36      7487 2017 10 09 07 41 18 0 1 1 0 1 1 1 1 0 0 0 1
1   51   36      7653 2017 10 09 07 41 31 0 1 0 0 0 1 0 1 1 0 1 1
1   51   29      1973 2017 10 09 06 04 17 0 1 0 1 0 1 0 1 0 0 0 1
1   51   29      2540 2017 10 09 06 04 59 0 1 1 1 0 1 0 1 0 0 1 1
1   51   25      1191 2017 10 09 05 11 48 0 1 1 1 0 1 1 1 1 1 1 1
1   51   25      5932 2017 10 09 05 17 58 0 0 0 1 0 1 0 1 0 1 0 1
1   51   30      4197 2017 10 09 06 19 57 0 1 0 0 1 1 1 1 0 1 0 0
1   51   30      8307 2017 10 09 06 25 21 0 1 0 0 0 1 1 1 0 1 0 1
1   51   34      2651 2017 10 09 07 09 23 0 0 1 0 1 0 0 0 1 1 0 1
1   51   27      3733 2017 10 09 05 40 35 0 0 0 1 0 0 1 0 0 0 0 1
1   51   24      2973 2017 10 09 05 01 17 0 1 1 0 0 0 0 1 0 0 1 0
1   51   35      1205 2017 10 09 07 20 19 0 0 1 0 0 0 1 0 0 1 0 0
1   51   35      4666 2017 10 09 07 24 47 0 1 1 0 1 1 0 0 0 0 0 1
1   54   30      1654 2017 10 10 00 47 39 0 1 0 0 1 1 1 0 0 1 0 0
1   54   30      2739 2017 10 10 00 49 03 0 1 0 0 0 0 0 1 0 0 1 0
1   54   30      8678 2017 10 10 00 56 36 0 1 1 1 1 1 1 1 1 0 0 0
0   54   82      1984 2017 10 10 11 57 15 0 0 1 0 0 0 0 1 1 1 1 1
0   54   82      6692 2017 10 10 12 03 18 0 1 0 0 1 0 0 1 0 0 0 1
1   54   93      2391 2017 10 10 14 19 30 0 0 0 1 0 0 1 0 0 0 0 1
1   54   93      2402 2017 10 10 14 19 31 0 1 0 0 0 0 1 0 0 0 0 1
1   54   93      4221 2017 10 10 14 21 56 0 0 1 0 0 0 0 1 0 0 0 1
1   54   93      9236 2017 10 10 14 28 36 0 0 1 1 0 0 0 1 1 1 1 1
0   54   77       203 2017 10 10 10 50 40 0 0 1 1 0 1 0 0 0 1 0 1
0   54   77      2297 2017 10 10 10 53 26 0 0 1 0 1 1 1 1 1 1 1 1
1   54   45      3664 2017 10 10 04 03 10 0 1 1 1 1 1 1 1 0 0 0 1
1   54   45      4839 2017 10 10 04 04 41 0 0 0 1 0 0 0 1 0 0 0 1
1   54   45      4897 2017 10 10 04 04 45 0 1 1 0 1 0 0 1 0 1 0 1
1   54   47       129 2017 10 10 04 24 14 0 1 1 0 0 1 0 1 0 1 0 0
1   54   47      2848 2017 10 10 04 27 45 0 1 0 0 1 0 0 1 0 1 1 1
1   54   15       633 2017 10 09 21 32 49 0 0 1 0 1 1 1 1 0 0 0 1
1   54   94      7430 2017 10 10 14 38 58 0 1 1 1 0 0 0 1 0 0 1 1
0   54    1      1618 2017 10 09 18 34 11 0 1 0 0 0 1 0 1 0 0 0 1
0   54    1      1888 2017 10 09 18 34 32 0 0 1 1 1 1 0 0 0 0 0 1
1   54   63      4299 2017 10 10 07 55 47 0 1 0 0 1 1 0 1 1 1 0 0
1   54   48      2283 2017 10 10 04 39 59 0 1 1 1 1 0 0 0 0 0 0 1
1   54   48      5633 2017 10 10 04 44 16 0 1 0 1 1 0 0 1 0 1 0 1
1   54   48      6954 2017 10 10 04 45 53 0 0 1 0 0 0 1 0 0 0 0 1
1   54   48      8428 2017 10 10 04 47 50 0 1 0 1 1 0 0 1 0 0 0 1
0   54   78      2134 2017 10 10 11 06 04 0 1 1 1 0 0 1 1 0 0 1 0
1   54   31      4974 2017 10 10 01 04 33 0 0 0 1 1 0 0 0 0 0 1 0
1   54   16      1737 2017 10 09 21 46 57 0 1 0 0 0 1 0 1 0 0 0 1
1   54   16      2236 2017 10 09 21 47 34 0 0 1 0 0 1 0 1 1 0 0 0
1   54   16      3379 2017 10 09 21 48 57 0 0 1 0 0 0 1 0 0 0 0 1
1   54   16      7154 2017 10 09 21 53 51 0 0 1 0 0 1 0 0 1 0 0 0
0   54    2       395 2017 10 09 18 45 32 0 0 0 1 1 1 0 0 1 0 0 0
0   54    2      3511 2017 10 09 18 49 31 0 0 1 0 1 0 0 0 0 0 0 1
1   54   64       228 2017 10 10 08 03 40 0 0 0 1 0 0 0 1 0 0 1 0
1   54   64      5360 2017 10 10 08 10 10 0 1 1 1 0 0 0 1 1 0 0 0
1   54   64      8794 2017 10 10 08 14 37 0 1 0 0 0 1 0 0 0 0 0 1
1   54   49       204 2017 10 10 04 50 01 0 0 1 0 0 1 0 1 0 0 0 1
1   54   49      2465 2017 10 10 04 52 50 0 1 1 1 0 0 0 1 0 1 0 0
1   54   49      7871 2017 10 10 04 59 48 0 0 1 0 0 0 0 1 0 1 0 0
0   54   79      6671 2017 10 10 11 24 50 0 1 1 1 1 0 0 1 1 1 0 0
0   54   79      9099 2017 10 10 11 27 48 0 1 0 0 1 1 1 1 0 0 1 1
1   54   95      3940 2017 10 10 14 47 30 0 1 1 1 0 0 0 1 1 1 0 1
1   54   32      1486 2017 10 10 01 13 03 0 0 0 1 0 0 0 1 1 1 1 1
1   54   32      9296 2017 10 10 01 23 01 0 1 0 0 0 0 1 0 0 0 0 1
1   54   96      1785 2017 10 10 14 57 34 0 1 0 1 1 0 0 0 1 0 0 0
1   54   96      3406 2017 10 10 14 59 34 0 1 1 1 0 1 0 1 0 0 0 1
1   54   96      5574 2017 10 10 15 02 28 0 1 0 0 0 0 1 0 0 0 1 0
1   54   96      7246 2017 10 10 15 04 40 0 0 1 0 0 0 1 1 1 1 0 0
1   54   17      2973 2017 10 09 22 01 20 0 1 0 0 0 0 1 1 1 0 0 0
1   54   17      3021 2017 10 09 22 01 25 0 0 1 1 1 1 0 1 0 0 0 1
1   54   17      6317 2017 10 09 22 05 34 0 0 1 1 0 0 0 1 0 0 1 0
1   54   17      9995 2017 10 09 22 10 17 0 1 0 1 0 0 1 1 0 0 0 1
1   54   65        28 2017 10 10 08 16 12 0 0 0 1 1 1 0 0 0 1 0 0
0   54    3      1334 2017 10 09 18 59 49 0 0 0 1 0 1 0 1 0 0 0 1
0   54    3      6494 2017 10 09 19 06 33 0 0 1 0 1 1 1 0 1 0 0 0
0   54    3      6936 2017 10 09 19 07 08 0 1 1 1 0 0 0 1 0 0 0 1
0   54    3      8334 2017 10 09 19 08 54 0 0 0 1 0 1 0 1 0 0 1 1
0   54    3      8611 2017 10 09 19 09 16 0 0 0 1 0 1 0 0 0 0 0 1
0   54   80      2891 2017 10 10 11 32 39 0 1 0 0 0 0 0 1 1 1 1 0
0   54   80      3727 2017 10 10 11 33 40 0 1 0 1 0 1 0 0 0 0 1 1
0   54   80      7001 2017 10 10 11 37 48 0 1 1 1 0 0 1 1 0 0 0 1
1   54   33      3264 2017 10 10 01 28 10 0 0 1 0 1 1 0 1 1 0 1 0
1   54   97      5609 2017 10 10 15 15 21 0 0 1 0 0 1 1 1 0 0 0 1
1   54   97      8428 2017 10 10 15 19 05 0 1 0 1 0 1 1 1 0 1 0 1
1   54   18       133 2017 10 09 22 10 28 0 1 0 1 0 0 0 1 0 0 1 1
1   54   18      1051 2017 10 09 22 11 39 0 0 1 1 1 1 1 1 0 0 0 1
1   54   18      1177 2017 10 09 22 11 49 0 0 0 1 0 0 1 1 0 0 0 1
1   54   18      1254 2017 10 09 22 11 55 0 0 0 1 0 0 0 1 0 0 1 0
1   54   18      3926 2017 10 09 22 15 24 0 1 1 0 0 0 1 0 1 1 0 0
1   54   18      7658 2017 10 09 22 20 16 0 0 1 0 1 0 0 0 1 0 1 0
1   54   51      5844 2017 10 10 05 22 52 0 1 0 0 0 1 0 1 0 0 0 1
1   54   66      4238 2017 10 10 08 34 29 0 1 0 0 0 1 0 1 0 0 0 1
0   54   81       532 2017 10 10 11 42 22 0 1 1 1 0 1 0 1 1 0 0 0
0   54   81       765 2017 10 10 11 42 40 0 0 1 0 1 0 0 0 0 0 1 0
0   54   81      2787 2017 10 10 11 45 16 0 1 0 1 0 0 0 1 0 0 1 0
0   54   81      4541 2017 10 10 11 47 37 0 0 1 0 0 0 1 0 0 1 0 0
0   54   81      8080 2017 10 10 11 52 13 0 1 0 0 1 1 1 0 0 0 0 1
0   54   81      8740 2017 10 10 11 53 05 0 1 1 1 0 0 1 1 1 0 0 0
0   54    4      1007 2017 10 09 19 12 24 0 1 0 0 0 1 1 1 1 0 0 0
0   54    4      7474 2017 10 09 19 20 34 0 1 0 0 1 1 1 0 1 1 1 1
0   54    4      8388 2017 10 09 19 21 47 0 0 0 1 0 0 0 1 0 1 0 0
1   54   98      6948 2017 10 10 15 30 00 0 1 1 1 1 0 0 1 1 0 0 1
1   54   34      1439 2017 10 10 01 38 34 0 1 1 0 1 1 0 1 1 0 1 0
1   54   34      4055 2017 10 10 01 41 58 0 1 1 1 1 1 0 0 0 1 0 0
1   54   52      3984 2017 10 10 05 33 23 0 0 1 0 0 1 0 1 0 0 1 0
1   54   52      9659 2017 10 10 05 40 42 0 1 1 1 0 1 1 1 1 0 0 0
1   54   83        96 2017 10 10 12 07 46 0 1 1 1 1 0 1 1 0 1 0 1
0   54    5      7170 2017 10 09 19 33 10 0 0 0 1 1 1 0 0 1 0 0 1
0   54    5      7391 2017 10 09 19 33 26 0 1 1 0 0 0 0 1 1 0 0 1
0   54    5      9306 2017 10 09 19 35 51 0 1 0 0 0 0 1 1 1 1 0 1
1   54   99      2438 2017 10 10 15 37 04 0 1 1 0 1 1 1 1 1 1 1 1
1   54   99      4733 2017 10 10 15 39 57 0 1 0 0 0 0 0 1 0 1 0 0
1   54   99      8698 2017 10 10 15 45 11 0 1 1 1 1 1 1 1 0 1 1 1
1   54   19      3699 2017 10 09 22 28 00 0 0 1 0 0 0 0 1 0 0 0 1
1   54   19      5702 2017 10 09 22 30 30 0 1 0 0 1 0 0 0 1 0 0 0
1   54   35      9681 2017 10 10 02 02 13 0 0 1 0 1 1 0 1 0 1 0 0
1   54   53       802 2017 10 10 05 42 08 0 1 0 1 1 1 1 1 0 0 0 1
1   54   53      6250 2017 10 10 05 49 12 0 1 0 0 1 0 0 0 0 0 0 1
1   54   53      8969 2017 10 10 05 52 40 0 1 0 0 1 1 0 1 1 0 0 0
1   54   84      4289 2017 10 10 12 26 10 0 1 1 1 0 0 1 1 0 0 0 1
1   54   84      7818 2017 10 10 12 30 39 0 0 0 1 1 0 0 1 0 1 0 1
