#beam run file  event                time              chan[0 11] 
0   65  525      1965 2017 10 17 21 54 22 0 1 1 1 0 0 1 0 0 0 1 0
0   65  525      4914 2017 10 17 21 58 11 0 0 1 0 0 1 0 0 1 1 0 0
0   65  525      6411 2017 10 17 22 00 08 0 0 1 0 1 0 0 0 0 0 0 1
0   65  371      2417 2017 10 16 12 46 25 0 1 1 1 0 1 0 0 0 1 0 0
1   65  420       908 2017 10 16 23 17 01 0 0 1 0 0 0 0 1 0 0 0 1
1   65  420      5474 2017 10 16 23 22 53 0 0 1 1 0 0 0 1 0 0 0 1
1   65  405      3558 2017 10 16 20 06 41 0 1 0 0 0 1 0 1 1 1 1 1
1   65  405      9754 2017 10 16 20 14 44 0 1 0 0 0 1 0 0 0 0 1 0
1   65  479      2561 2017 10 17 12 01 15 0 1 1 1 1 1 1 1 0 0 0 1
1   65  479      6241 2017 10 17 12 05 55 0 0 1 0 1 1 0 0 0 0 0 1
1   65  509      2952 2017 10 17 18 28 36 0 0 1 0 0 0 1 0 1 0 0 1
1   65  509      3863 2017 10 17 18 29 46 0 1 1 1 1 0 1 1 1 1 1 1
0   65  372      6945 2017 10 16 13 05 20 0 1 0 0 0 1 0 0 0 0 1 0
1   65  433      1330 2017 10 17 02 05 29 0 0 1 0 0 0 0 1 0 1 0 1
1   65  433      1864 2017 10 17 02 06 10 0 1 1 1 0 0 0 1 0 1 0 0
1   65  433      7743 2017 10 17 02 13 39 0 1 1 0 0 0 1 1 1 1 1 1
0   65  373      1740 2017 10 16 13 11 36 0 1 1 1 0 0 0 1 1 0 0 0
0   65  373      4244 2017 10 16 13 14 46 0 0 1 0 1 0 0 0 1 1 0 0
0   65  373      5160 2017 10 16 13 15 55 0 0 1 1 0 1 0 0 1 1 1 1
0   65  373      9942 2017 10 16 13 22 08 0 1 1 1 1 1 1 0 1 1 1 1
0   65  374      4495 2017 10 16 13 28 01 0 1 1 0 1 1 1 1 1 1 1 1
0   65  374      7483 2017 10 16 13 31 56 0 1 1 0 0 1 1 1 0 1 0 0
1   65  435      1657 2017 10 17 02 31 27 0 0 1 1 0 1 0 0 0 0 0 1
1   65  435      4767 2017 10 17 02 35 28 0 1 1 1 1 0 0 1 0 1 1 0
0   65  375      3835 2017 10 16 13 40 12 0 1 1 1 0 0 0 1 1 1 0 1
1   65  494       391 2017 10 17 15 12 01 0 1 1 0 1 1 0 1 0 0 0 1
1   65  494      2151 2017 10 17 15 14 11 0 0 0 1 0 0 0 1 0 0 0 1
1   65  494      7574 2017 10 17 15 21 17 0 0 1 0 1 1 0 0 0 1 0 0
1   65  495       949 2017 10 17 15 25 31 0 0 1 1 0 1 0 1 1 1 0 1
1   65  510      1694 2017 10 17 18 39 52 0 1 1 0 1 0 1 1 0 1 0 1
1   65  480       708 2017 10 17 12 11 41 0 0 1 0 0 0 1 0 1 1 1 1
1   65  480      1525 2017 10 17 12 12 43 0 1 1 1 1 1 1 1 0 0 0 1
1   65  480      4437 2017 10 17 12 16 24 0 0 0 1 1 0 0 0 0 1 1 1
1   65  480      5541 2017 10 17 12 17 45 0 1 0 1 0 0 1 1 1 1 0 1
1   65  463      2419 2017 10 17 08 34 18 0 0 1 0 0 1 1 1 1 0 1 1
1   65  463      4939 2017 10 17 08 37 35 0 1 0 0 0 1 0 1 1 1 0 1
1   65  463      6920 2017 10 17 08 40 05 0 1 1 0 1 0 1 0 1 1 1 1
1   65  463      9944 2017 10 17 08 43 57 0 1 1 1 1 0 1 1 0 0 0 1
1   65  464       627 2017 10 17 08 44 48 0 1 0 1 0 0 0 1 0 0 0 1
1   65  464      1065 2017 10 17 08 45 21 0 1 0 0 1 1 1 1 1 0 1 1
1   65  464      3756 2017 10 17 08 48 47 0 0 0 1 0 1 1 1 0 1 1 1
1   65  464      6987 2017 10 17 08 52 57 0 1 1 0 0 0 0 1 1 1 0 1
1   65  465        34 2017 10 17 08 56 50 0 0 0 1 1 1 0 1 1 0 0 1
1   65  465      3734 2017 10 17 09 01 41 0 1 1 0 1 1 0 0 0 1 0 1
1   65  357      2227 2017 10 16 09 45 32 0 1 1 1 1 1 1 0 0 1 0 0
1   65  357      6020 2017 10 16 09 50 26 0 1 0 0 0 0 0 1 0 1 0 0
1   65  357      6637 2017 10 16 09 51 13 0 0 1 0 1 0 0 1 0 0 1 0
1   65  357      7566 2017 10 16 09 52 29 0 0 1 0 0 0 0 1 0 1 0 0
1   65  357      8314 2017 10 16 09 53 30 0 0 1 0 0 0 0 1 0 0 0 1
1   65  448      6215 2017 10 17 05 25 01 0 0 1 1 0 1 1 0 1 0 0 0
1   65  358       876 2017 10 16 09 56 53 0 1 1 1 1 1 1 1 0 0 0 1
1   65  358      1627 2017 10 16 09 57 51 0 0 1 0 0 0 0 1 1 1 0 0
1   65  358      4294 2017 10 16 10 01 15 0 1 1 1 1 1 1 0 0 1 0 0
1   65  358      8700 2017 10 16 10 06 56 0 1 0 1 0 0 0 1 0 0 0 1
1   65  358      9008 2017 10 16 10 07 18 0 0 1 0 0 0 1 0 1 0 1 1
1   65  449      1217 2017 10 17 05 31 23 0 0 0 1 0 0 0 1 0 0 0 1
1   65  449      2895 2017 10 17 05 33 39 0 1 1 1 1 0 1 1 1 1 0 1
1   65  449      3785 2017 10 17 05 34 46 0 1 1 1 1 1 1 1 1 1 1 1
0   65  449      9914 2017 10 17 05 42 39 0 0 0 1 0 0 1 1 0 0 0 1
1   65  359      7767 2017 10 16 10 18 36 0 0 1 0 0 1 0 0 1 1 0 1
1   65  359      8464 2017 10 16 10 19 28 0 1 1 1 0 1 0 0 0 1 0 0
0   65  450      3626 2017 10 17 05 47 30 0 1 0 0 0 1 0 0 0 1 1 0
1   65  360      1937 2017 10 16 10 23 54 0 1 0 0 0 0 0 1 1 0 1 1
1   65  360      3164 2017 10 16 10 25 26 0 1 1 0 1 1 1 0 0 1 0 0
0   71    1      3950 2017 10 17 23 08 47 0 1 1 1 1 0 1 1 1 1 1 1
0   71    1      5353 2017 10 17 23 10 31 0 1 1 1 0 0 1 1 0 0 1 0
0   71    1      8286 2017 10 17 23 14 15 0 1 0 1 1 0 0 1 0 1 0 1
0   71    2        59 2017 10 17 23 16 34 0 1 1 0 0 1 0 0 0 0 0 1
1   71  156      1561 2017 10 19 08 28 05 0 0 1 1 0 1 1 1 0 0 0 1
1   71  156      5328 2017 10 19 08 32 51 0 0 1 1 1 0 0 1 0 1 0 1
0   71  106      3289 2017 10 18 21 44 26 0 1 1 1 0 0 0 1 1 0 0 0
0   71  106      6366 2017 10 18 21 48 25 0 1 0 0 1 0 1 1 0 1 0 0
0   71  106      9318 2017 10 18 21 52 14 0 1 1 1 1 1 1 1 0 0 0 1
1   71  136      4128 2017 10 19 04 13 07 0 0 1 0 1 0 1 0 1 0 0 0
1   71  136      4601 2017 10 19 04 13 43 0 1 0 0 0 0 0 1 0 1 0 1
1   71  136      5919 2017 10 19 04 15 31 0 0 1 0 0 1 0 0 1 0 0 0
1   71  121      3630 2017 10 19 00 58 37 0 1 0 1 0 0 0 1 1 1 1 1
1   71  121      8920 2017 10 19 01 05 18 0 1 0 0 0 1 1 0 1 0 1 0
0   71  107      2864 2017 10 18 21 56 43 0 1 0 0 0 0 1 1 0 0 0 1
0   71  107      5498 2017 10 18 22 00 07 0 0 1 0 0 1 1 1 0 0 0 1
0   71  107      7359 2017 10 18 22 02 24 0 1 0 0 1 0 0 1 0 1 1 0
1   71  152      2923 2017 10 19 07 38 14 0 1 1 0 0 1 1 0 0 0 0 1
1   71  152      6887 2017 10 19 07 43 23 0 1 1 1 1 1 1 1 0 1 0 0
1   71  152      7014 2017 10 19 07 43 33 0 0 1 1 0 0 1 0 0 1 0 0
1   71  122      1050 2017 10 19 01 08 02 0 0 1 1 1 1 1 1 0 1 0 0
1   71  122      1262 2017 10 19 01 08 17 0 1 1 1 1 1 1 1 1 0 1 1
1   71  122      4690 2017 10 19 01 12 45 0 0 1 0 0 1 0 0 1 0 1 0
1   71  122      6906 2017 10 19 01 15 38 0 0 1 1 0 1 1 1 0 0 0 1
1   71  122      8196 2017 10 19 01 17 22 0 1 1 1 0 0 0 1 1 1 1 1
1   71  138      3664 2017 10 19 04 38 17 0 0 1 0 1 0 0 1 0 1 0 0
1   71  153      2150 2017 10 19 07 50 07 0 0 0 1 0 0 1 0 0 0 0 1
1   71  153      8347 2017 10 19 07 58 05 0 1 1 1 1 0 0 1 0 1 0 0
0   71  108      4251 2017 10 18 22 11 21 0 1 0 1 1 0 0 0 0 0 0 1
0   71  108      9980 2017 10 18 22 18 37 0 0 0 1 0 0 1 0 1 1 1 0
1   71  123      9593 2017 10 19 01 32 05 0 0 1 0 0 0 0 1 1 0 0 0
1   71  139       463 2017 10 19 04 46 57 0 1 1 0 0 0 1 0 1 0 0 1
1   71  139      6896 2017 10 19 04 55 16 0 0 1 1 0 1 0 0 0 0 1 0
1   71  124      1037 2017 10 19 01 33 58 0 0 1 0 1 0 0 0 0 0 0 1
1   71  124      4014 2017 10 19 01 37 47 0 1 1 1 0 0 1 0 1 0 0 0
1   71  124      6872 2017 10 19 01 41 32 0 1 0 0 1 0 0 1 0 1 0 0
1   71  124      7681 2017 10 19 01 42 34 0 1 0 0 0 0 1 1 0 1 0 0
1   71  124      7850 2017 10 19 01 42 47 0 1 1 0 0 1 0 0 1 1 0 1
1   71  140      1782 2017 10 19 05 01 38 0 1 0 0 0 0 0 1 0 0 0 1
1   71  155       614 2017 10 19 08 13 48 0 1 0 0 0 1 0 0 0 1 0 0
1   71  155      7844 2017 10 19 08 23 15 0 1 1 1 0 0 1 1 1 1 0 1
1   71  125      2425 2017 10 19 01 48 43 0 1 1 1 0 1 0 0 0 0 0 1
1   71  125      4155 2017 10 19 01 50 59 0 0 1 1 0 0 1 1 0 0 0 1
1   71  125      5128 2017 10 19 01 52 17 0 0 1 0 0 1 0 0 0 0 0 1
1   71  125      6385 2017 10 19 01 53 50 0 0 1 0 0 0 1 0 0 1 1 1
1   71  125      6906 2017 10 19 01 54 31 0 1 0 0 0 0 0 1 1 0 1 1
1   71  125      9450 2017 10 19 01 57 42 0 1 0 0 0 0 0 1 0 0 0 1
0   71  110      3717 2017 10 18 22 36 23 0 1 0 0 0 0 0 1 0 1 1 1
1   71  141      6856 2017 10 19 05 20 50 0 0 1 0 0 1 0 0 1 1 1 1
1   71  141      7788 2017 10 19 05 22 05 0 1 1 0 1 1 0 1 0 1 0 0
1   71  141      8001 2017 10 19 05 22 23 0 0 1 1 1 0 0 1 1 0 0 1
1   71  126      1244 2017 10 19 01 59 56 0 0 0 1 0 0 0 1 0 1 0 0
1   71  157      1755 2017 10 19 08 41 10 0 0 1 0 0 0 0 1 0 1 0 1
1   71  157      5351 2017 10 19 08 45 57 0 0 1 0 0 0 1 0 1 1 1 1
1   71  157      8932 2017 10 19 08 50 36 0 1 0 0 0 1 0 1 0 0 0 1
1   71  157      9038 2017 10 19 08 50 45 0 1 1 0 0 0 0 1 0 0 1 0
1   71  157      9782 2017 10 19 08 51 43 0 1 1 1 1 0 1 1 0 0 0 1
1   71  142      2071 2017 10 19 05 27 51 0 0 1 0 1 0 1 1 0 0 0 1
0   71  111      5927 2017 10 18 22 52 11 0 1 0 0 0 1 0 0 0 0 0 1
1   71  127       105 2017 10 19 02 11 17 0 0 0 1 0 0 0 1 0 0 0 1
1   71  158      6387 2017 10 19 09 00 19 0 1 1 1 0 0 0 1 1 1 1 1
1   71  143      4370 2017 10 19 05 43 49 0 1 1 0 0 0 0 1 0 0 0 1
0   71  112      7316 2017 10 18 23 06 49 0 1 1 0 1 1 1 0 1 1 1 1
1   71  159       897 2017 10 19 09 06 13 0 0 1 0 0 0 1 1 0 1 1 1
1   71  159      5640 2017 10 19 09 12 17 0 0 0 1 0 0 0 1 0 1 0 0
1   71  159      5863 2017 10 19 09 12 33 0 1 0 0 0 0 1 0 0 1 0 0
1   71  144      6414 2017 10 19 05 59 32 0 1 1 1 0 0 0 1 1 0 1 1
1   71  144      8033 2017 10 19 06 01 37 0 1 1 1 0 0 0 1 0 0 0 1
1   71  144      8584 2017 10 19 06 02 18 0 1 0 0 1 1 0 0 0 1 0 0
0   71  113      5753 2017 10 18 23 17 38 0 1 1 1 0 0 0 1 0 1 1 0
1   71  129      3182 2017 10 19 02 41 23 0 0 1 0 0 1 0 1 0 0 0 1
1   71  129      7491 2017 10 19 02 46 57 0 0 0 1 1 0 0 1 1 1 0 0
1   71  129      8862 2017 10 19 02 48 46 0 1 1 0 1 0 0 1 1 1 1 1
1   71  129      9731 2017 10 19 02 49 54 0 0 0 1 0 1 1 0 1 0 0 0
1   71  145       637 2017 10 19 06 05 03 0 1 0 0 0 0 1 1 0 0 0 1
1   71  145      4372 2017 10 19 06 09 48 0 1 0 0 0 1 0 0 1 1 0 0
0   71  114      5875 2017 10 18 23 30 50 0 0 0 1 1 1 1 1 0 0 0 1
1   71  146      6977 2017 10 19 06 26 17 0 1 1 1 1 0 1 1 0 1 0 1
1   71  131      9039 2017 10 19 03 15 04 0 1 0 0 0 0 0 1 0 1 0 0
1   71  131      9405 2017 10 19 03 15 31 0 0 1 0 0 1 0 0 1 0 0 0
0   71  115      4141 2017 10 18 23 41 32 0 0 1 0 1 1 0 0 0 0 0 1
0   71  115      9314 2017 10 18 23 48 13 0 1 1 1 0 0 0 1 0 1 0 1
1   71  147      4331 2017 10 19 06 35 43 0 1 0 0 1 1 0 0 0 1 0 0
1   71  132      6448 2017 10 19 03 24 38 0 0 0 1 0 0 0 1 0 1 0 0
0   71  116       501 2017 10 18 23 49 43 0 1 0 1 1 0 0 1 1 0 0 0
0   71  116      2012 2017 10 18 23 51 39 0 0 1 1 0 0 1 0 1 1 0 0
0   71  116      2249 2017 10 18 23 51 56 0 0 1 1 1 1 1 0 0 1 0 1
1   71  116      8474 2017 10 18 23 59 57 0 1 0 1 0 0 0 1 0 1 1 1
1   71  148      8378 2017 10 19 06 53 45 0 1 1 1 0 1 0 0 1 1 0 0
1   71  148      9813 2017 10 19 06 55 37 0 1 0 1 0 0 0 1 0 1 0 0
1   71  133      5490 2017 10 19 03 36 06 0 0 0 1 0 1 0 0 0 0 0 1
1   71  133      9318 2017 10 19 03 40 57 0 0 1 1 1 0 0 1 1 1 1 1
1   71  134      2394 2017 10 19 03 44 54 0 1 0 0 0 0 0 1 0 1 0 0
1   71  134      5517 2017 10 19 03 48 56 0 0 1 0 0 1 0 0 0 0 0 1
1   71  149      3125 2017 10 19 06 59 52 0 0 0 1 0 0 0 1 0 0 1 0
1   71  149      5383 2017 10 19 07 02 50 0 1 1 1 0 0 1 1 0 0 0 1
1   71  149      8701 2017 10 19 07 07 13 0 1 1 0 1 1 0 1 0 0 0 1
1   71  117      6317 2017 10 19 00 09 59 0 1 0 0 0 0 0 1 0 0 1 1
1   71  117      6467 2017 10 19 00 10 11 0 1 0 1 1 0 1 1 0 0 0 1
1   71  135      7640 2017 10 19 04 04 45 0 1 1 1 0 0 1 1 0 0 0 1
1   71  135      8080 2017 10 19 04 05 21 0 1 0 1 0 0 0 1 0 1 0 1
1   71  135      9909 2017 10 19 04 07 48 0 1 1 0 0 1 0 1 0 1 0 0
1   71  150        83 2017 10 19 07 08 59 0 1 0 0 0 0 1 0 0 1 1 1
1   71  150      2617 2017 10 19 07 12 15 0 1 0 0 0 0 0 1 0 0 1 1
1   71  150      7254 2017 10 19 07 18 12 0 0 0 1 0 0 1 1 0 1 0 0
1   71  118      9110 2017 10 19 00 26 46 0 1 1 1 0 1 1 1 0 1 1 1
1   71  119      1086 2017 10 19 00 29 21 0 0 0 1 0 0 0 1 0 1 1 1
1   71  119      4818 2017 10 19 00 34 17 0 1 1 1 1 1 1 1 1 1 0 1
1   71  119      8504 2017 10 19 00 39 03 0 0 0 1 0 0 0 1 1 1 0 1
1   71  120      2127 2017 10 19 00 43 45 0 1 1 1 1 0 0 1 1 1 1 1
1   71  120      2307 2017 10 19 00 43 58 0 0 0 1 0 1 1 1 1 0 1 0
1   71  120      7829 2017 10 19 00 51 13 0 1 0 0 1 1 0 1 0 0 1 0
1   71   91      5788 2017 10 18 18 32 27 0 0 1 1 1 0 1 1 0 0 0 1
1   71   91      6776 2017 10 18 18 33 44 0 0 1 0 0 0 1 0 0 1 0 0
1   71   92       666 2017 10 18 18 38 49 0 0 1 0 0 0 0 1 0 0 0 1
1   71   92      8643 2017 10 18 18 48 56 0 0 0 1 0 0 0 1 0 0 0 1
1   71   93      3494 2017 10 18 18 55 11 0 1 1 1 1 1 1 1 1 0 0 1
1   71   93      4076 2017 10 18 18 55 55 0 1 1 0 1 1 0 0 0 1 0 0
1   71   93      4854 2017 10 18 18 56 55 0 1 1 0 0 1 0 1 0 1 0 0
1   71   93      5500 2017 10 18 18 57 43 0 0 0 1 0 1 1 0 1 0 0 0
1   71   93      5551 2017 10 18 18 57 47 0 1 1 1 0 0 0 1 0 0 1 0
1   71   93      5568 2017 10 18 18 57 49 0 0 0 1 0 0 0 1 0 0 0 1
1   71   93      7398 2017 10 18 19 00 06 0 1 0 0 0 0 1 1 1 0 1 0
1   71   93      7416 2017 10 18 19 00 07 0 1 1 0 0 0 0 1 0 0 1 0
1   71   94      1005 2017 10 18 19 04 53 0 1 1 0 0 0 1 1 0 1 1 1
1   71   94      2809 2017 10 18 19 07 12 0 1 0 0 0 0 0 1 1 0 0 0
0   71   94      3680 2017 10 18 19 08 18 0 1 1 0 0 0 1 1 0 0 0 1
0   71   94      4688 2017 10 18 19 09 36 0 1 1 1 0 1 1 1 1 1 0 1
0   71   95      5924 2017 10 18 19 24 11 0 0 1 0 0 0 0 1 0 0 0 1
0   71   95      8251 2017 10 18 19 27 15 0 1 1 0 0 0 1 1 0 0 0 1
0   71   96      2474 2017 10 18 19 32 41 0 1 1 0 0 0 0 1 0 0 0 1
0   71   96      6012 2017 10 18 19 37 23 0 1 0 0 0 1 1 0 0 0 0 1
0   71   96      6543 2017 10 18 19 38 04 0 0 1 0 0 0 0 1 0 1 1 0
0   71   96      6933 2017 10 18 19 38 35 0 1 1 0 0 0 0 1 1 1 1 0
0   71   97      3927 2017 10 18 19 47 36 0 0 1 1 0 0 0 1 0 0 0 1
0   71   97      8350 2017 10 18 19 53 16 0 1 0 0 0 0 0 1 0 0 0 1
0   71   98      2399 2017 10 18 19 58 38 0 1 1 1 1 0 0 1 1 1 0 1
0   71  100       946 2017 10 18 20 23 12 0 1 1 0 0 0 0 1 0 0 0 1
0   71  100       973 2017 10 18 20 23 14 0 0 0 1 1 0 0 0 1 1 0 0
0   71  100      4154 2017 10 18 20 27 26 0 0 0 1 0 0 0 1 0 0 0 1
0   71  101      5039 2017 10 18 20 41 32 0 1 0 0 0 0 0 1 0 1 0 0
0   71  101      5722 2017 10 18 20 42 27 0 0 1 0 0 0 0 1 0 1 0 1
0   71  102       466 2017 10 18 20 48 32 0 0 1 1 1 1 1 1 1 1 1 1
0   71  103      9275 2017 10 18 21 13 05 0 0 0 1 1 1 1 1 0 0 0 1
0   71  105      9816 2017 10 18 21 39 52 0 0 1 1 1 0 1 1 0 0 0 1
1   71   77       158 2017 10 18 15 24 04 0 0 1 0 0 1 1 1 1 0 0 1
1   71   77      3353 2017 10 18 15 28 13 0 0 1 0 1 1 1 1 0 0 0 1
1   71   77      3696 2017 10 18 15 28 41 0 1 0 0 0 0 0 1 1 0 0 0
1   71   77      4329 2017 10 18 15 29 30 0 1 0 0 1 0 1 0 0 0 0 1
1   71   77      6453 2017 10 18 15 32 08 0 1 0 1 0 0 0 1 0 1 0 0
1   71   77      8324 2017 10 18 15 34 27 0 0 1 0 0 0 0 1 0 0 0 1
1   71   78      1767 2017 10 18 15 38 55 0 0 0 1 1 1 1 0 1 0 0 0
1   71   78      3060 2017 10 18 15 40 32 0 1 0 0 0 0 0 1 0 0 0 1
1   71   78      5395 2017 10 18 15 43 37 0 1 1 1 1 1 0 1 0 0 0 1
1   71   78      8611 2017 10 18 15 47 48 0 0 1 0 0 0 0 1 0 0 1 0
1   71   81       504 2017 10 18 16 15 57 0 1 1 1 1 1 0 1 1 0 0 0
1   71   81      1152 2017 10 18 16 16 46 0 0 0 1 0 1 0 0 0 0 1 0
1   71   82      2654 2017 10 18 16 31 33 0 0 0 1 1 1 0 0 1 0 1 1
1   71   83      1411 2017 10 18 16 42 47 0 1 1 1 1 1 1 1 1 0 0 0
1   71   84      3286 2017 10 18 16 58 08 0 1 1 0 0 1 0 0 0 1 0 0
1   71   84      9232 2017 10 18 17 05 50 0 1 1 1 0 0 0 1 0 0 0 1
1   71   84      9258 2017 10 18 17 05 52 0 1 0 0 1 0 1 1 0 1 0 0
1   71   85      2591 2017 10 18 17 10 10 0 0 1 0 0 0 0 1 0 0 0 1
1   71   85      9971 2017 10 18 17 19 48 0 0 1 0 0 0 0 1 0 1 0 1
1   71   86       191 2017 10 18 17 20 04 0 1 0 0 0 0 0 1 1 1 1 1
1   71   86      9038 2017 10 18 17 31 34 0 1 0 0 1 0 1 0 1 1 1 1
1   71   87      1859 2017 10 18 17 35 13 0 0 1 0 0 0 1 1 1 0 0 0
1   71   87      5442 2017 10 18 17 39 54 0 0 1 0 1 0 1 0 1 0 0 0
1   71   89      4482 2017 10 18 18 04 39 0 0 1 0 0 0 1 0 0 0 0 1
1   71   89      4586 2017 10 18 18 04 47 0 1 1 1 1 0 0 0 0 0 0 1
1   71   89      7805 2017 10 18 18 09 05 0 0 1 0 0 0 0 1 1 0 1 1
1   71   89      8952 2017 10 18 18 10 33 0 1 0 0 0 0 0 1 1 1 1 1
1   71   89      9346 2017 10 18 18 11 06 0 0 0 1 1 0 0 0 0 0 0 1
1   71   90      2235 2017 10 18 18 14 48 0 0 1 1 1 1 1 0 0 1 0 0
1   71   90      2384 2017 10 18 18 14 59 0 1 0 0 1 1 1 1 1 1 1 1
1   71   90      2738 2017 10 18 18 15 28 0 0 1 0 0 0 0 1 1 0 0 0
1   71   61       635 2017 10 18 11 58 28 0 0 1 1 1 0 1 1 0 0 0 1
1   71   61      2970 2017 10 18 12 01 26 0 1 1 1 1 1 0 0 0 0 1 0
1   71   61      7296 2017 10 18 12 06 57 0 0 0 1 0 1 0 1 1 1 1 1
1   71   61      8439 2017 10 18 12 08 27 0 1 0 0 0 1 0 1 0 1 0 0
1   71   61      9364 2017 10 18 12 09 39 0 1 1 1 0 1 0 1 0 0 1 0
1   71   62      4889 2017 10 18 12 16 57 0 0 1 0 1 1 0 1 1 1 1 1
1   71   63      1131 2017 10 18 12 24 55 0 0 0 1 1 0 0 0 0 0 1 1
1   71   63      6445 2017 10 18 12 31 51 0 0 0 1 0 0 1 0 1 0 0 1
1   71   64      3244 2017 10 18 12 40 25 0 1 0 1 0 1 0 0 0 0 0 1
1   71   64      7086 2017 10 18 12 45 28 0 0 0 1 0 0 1 0 1 1 0 0
1   71   64      8605 2017 10 18 12 47 27 0 1 0 1 0 0 0 1 1 1 1 1
1   71   64      9996 2017 10 18 12 49 13 0 1 1 0 0 0 0 1 0 1 0 0
1   71   65      1234 2017 10 18 12 50 51 0 1 0 0 1 1 0 0 0 1 0 0
1   71   65      2544 2017 10 18 12 52 40 0 1 0 1 0 0 1 1 0 1 0 0
1   71   65      6740 2017 10 18 12 58 04 0 0 1 0 0 0 1 1 0 0 0 1
1   71   65      6896 2017 10 18 12 58 16 0 0 1 0 0 0 0 1 0 0 1 1
1   71   65      9535 2017 10 18 13 01 36 0 1 0 0 1 0 1 0 0 0 1 0
1   71   66       964 2017 10 18 13 03 24 0 0 0 1 0 1 0 0 0 0 1 0
1   71   66      1309 2017 10 18 13 03 49 0 0 1 0 0 0 0 1 0 1 0 0
1   71   67      2250 2017 10 18 13 17 39 0 0 1 1 1 0 1 1 0 1 1 1
1   71   67      3620 2017 10 18 13 19 25 0 1 0 1 0 0 0 1 0 0 1 0
1   71   67      9780 2017 10 18 13 27 06 0 1 0 0 1 0 0 0 1 0 0 0
1   71   68      3006 2017 10 18 13 31 19 0 1 1 1 0 0 1 0 0 1 0 0
1   71   68      4686 2017 10 18 13 33 31 0 1 0 0 0 0 0 1 0 1 0 0
1   71   68      9093 2017 10 18 13 39 11 0 1 1 1 0 0 1 0 0 0 1 0
1   71   69      1918 2017 10 18 13 42 45 0 1 1 0 0 1 0 0 0 1 0 0
1   71   69      2556 2017 10 18 13 43 34 0 1 0 0 0 0 0 1 1 1 1 0
1   71   70      1287 2017 10 18 13 54 51 0 0 1 0 0 1 0 0 1 0 0 1
1   71   71      1209 2017 10 18 14 07 37 0 0 1 1 0 0 0 1 0 0 0 1
1   71   71      2905 2017 10 18 14 09 49 0 1 0 0 1 0 0 0 0 1 0 1
1   71   72      2450 2017 10 18 14 22 15 0 0 1 0 1 1 1 1 0 1 1 1
1   71   72      6136 2017 10 18 14 27 05 0 1 0 1 0 1 0 1 0 0 0 1
1   71   72      6185 2017 10 18 14 27 09 0 0 1 0 1 0 0 0 1 0 0 0
1   71   73        79 2017 10 18 14 32 09 0 1 1 0 1 1 1 1 1 0 0 0
1   71   73      3420 2017 10 18 14 36 27 0 1 1 1 1 1 0 1 0 0 1 0
1   71   73      6717 2017 10 18 14 40 48 0 0 0 1 1 0 0 0 1 1 1 1
1   71   73      8442 2017 10 18 14 43 02 0 1 1 0 1 0 0 0 0 1 0 1
1   71   74      5088 2017 10 18 14 51 34 0 0 0 1 1 1 0 1 0 0 1 1
1   71   74      5159 2017 10 18 14 51 39 0 0 1 0 0 1 0 1 1 1 1 1
1   71   74      6102 2017 10 18 14 52 57 0 1 1 0 1 0 1 1 0 0 1 0
1   71   74      9426 2017 10 18 14 57 12 0 0 1 0 0 0 1 1 0 0 1 0
0   71   46      8257 2017 10 18 08 54 11 0 1 0 0 1 0 0 0 0 1 0 1
0   71   48      3492 2017 10 18 09 13 57 0 0 0 1 1 1 0 0 1 0 0 0
0   71   48      4394 2017 10 18 09 15 07 0 1 1 1 0 1 0 1 0 0 1 0
0   71   49      2295 2017 10 18 09 25 25 0 0 1 0 1 0 1 1 0 0 1 0
0   71   49      2921 2017 10 18 09 26 13 0 0 0 1 0 1 0 0 0 1 0 0
0   71   50       125 2017 10 18 09 35 28 0 1 0 0 1 0 1 0 1 0 0 0
0   71   50       541 2017 10 18 09 36 01 0 0 1 0 0 0 0 1 1 1 1 1
0   71   51      2880 2017 10 18 09 51 57 0 1 0 1 1 1 0 1 1 1 0 0
0   71   52      6788 2017 10 18 10 09 48 0 1 0 0 0 0 0 1 0 0 1 1
0   71   52      7707 2017 10 18 10 10 58 0 0 1 1 1 1 1 1 0 0 1 1
0   71   53        62 2017 10 18 10 14 08 0 0 1 0 0 0 0 1 1 1 1 1
0   71   53      9868 2017 10 18 10 26 48 0 1 1 1 1 0 0 0 0 0 1 0
0   71   54      7939 2017 10 18 10 37 18 0 1 1 1 0 0 0 1 0 1 0 1
0   71   55      6416 2017 10 18 10 48 11 0 1 1 1 0 0 0 1 0 1 0 0
1   71   56      5324 2017 10 18 10 59 50 0 0 1 1 0 0 1 1 0 0 1 1
1   71   56      7163 2017 10 18 11 02 10 0 1 1 1 1 1 1 1 0 1 0 0
1   71   57      3596 2017 10 18 11 10 31 0 1 1 1 0 0 0 1 1 1 0 0
1   71   57      5578 2017 10 18 11 13 08 0 0 0 1 0 1 0 0 1 0 1 0
1   71   57      8609 2017 10 18 11 17 04 0 1 1 0 1 1 0 1 0 0 0 1
1   71   57      9541 2017 10 18 11 18 15 0 1 0 0 0 0 0 1 0 1 0 0
1   71   58      2392 2017 10 18 11 21 54 0 1 1 1 0 0 0 1 0 1 1 0
1   71   58      4264 2017 10 18 11 24 20 0 1 1 1 1 0 0 1 0 1 0 0
1   71   31      4114 2017 10 18 05 35 58 0 0 1 0 0 0 1 0 0 1 0 0
